timestamp,zone_id,energy_kwh,co2_kg,production_units,compressed_air_m3,water_liters,temperature_c,shift,efficiency_score,status,zone_energy_share_%,hour,day_of_week,energy_lag_1h,energy_lag_2h,energy_lag_3h,energy_lag_6h
2025-10-27 06:00:00,ZONE-ASSEMBLY,1022.08,838.1,22,735.4,0.0,20.2,SHIFT-A,1.0,OPERATIONAL,12.6,6,0,1212.5,967.77,1736.61,1335.63
2025-10-27 07:00:00,ZONE-ASSEMBLY,1329.07,1089.84,21,688.29,0.0,21.2,SHIFT-A,1.0,OPERATIONAL,12.6,7,0,1022.08,1212.5,967.77,1682.82
2025-10-27 08:00:00,ZONE-ASSEMBLY,1043.74,855.87,18,1429.64,0.0,26.3,SHIFT-B,1.0,OPERATIONAL,12.6,8,0,1329.07,1022.08,1212.5,1659.96
2025-10-27 09:00:00,ZONE-ASSEMBLY,1126.56,923.78,20,1215.85,0.0,27.7,SHIFT-B,1.0,OPERATIONAL,12.6,9,0,1043.74,1329.07,1022.08,1736.61
2025-10-27 10:00:00,ZONE-ASSEMBLY,1676.9,1375.06,25,786.59,0.0,22.1,SHIFT-B,1.0,OPERATIONAL,12.6,10,0,1126.56,1043.74,1329.07,967.77
2025-10-27 11:00:00,ZONE-ASSEMBLY,973.21,798.03,18,1935.36,0.0,20.9,SHIFT-B,1.0,OPERATIONAL,12.6,11,0,1676.9,1126.56,1043.74,1212.5
2025-10-27 12:00:00,ZONE-ASSEMBLY,907.2,743.91,17,737.48,0.0,27.1,SHIFT-B,1.0,OPERATIONAL,12.6,12,0,973.21,1676.9,1126.56,1022.08
2025-10-27 13:00:00,ZONE-ASSEMBLY,893.14,732.37,25,918.83,0.0,24.0,SHIFT-B,1.0,OPERATIONAL,12.6,13,0,907.2,973.21,1676.9,1329.07
2025-10-27 14:00:00,ZONE-ASSEMBLY,1769.27,1450.8,17,900.15,0.0,20.9,SHIFT-B,1.0,OPERATIONAL,12.6,14,0,893.14,907.2,973.21,1043.74
2025-10-27 15:00:00,ZONE-ASSEMBLY,968.15,793.88,25,1467.28,0.0,23.6,SHIFT-B,1.0,OPERATIONAL,12.6,15,0,1769.27,893.14,907.2,1126.56
2025-10-27 16:00:00,ZONE-ASSEMBLY,1423.64,1167.38,9,1779.07,0.0,21.2,SHIFT-C,1.0,OPERATIONAL,12.6,16,0,968.15,1769.27,893.14,1676.9
2025-10-27 17:00:00,ZONE-ASSEMBLY,1689.1,1385.06,5,1924.38,0.0,24.6,SHIFT-C,1.0,OPERATIONAL,12.6,17,0,1423.64,968.15,1769.27,973.21
2025-10-27 18:00:00,ZONE-ASSEMBLY,823.37,675.16,3,1045.34,0.0,19.5,SHIFT-C,1.0,OPERATIONAL,12.6,18,0,1689.1,1423.64,968.15,907.2
2025-10-27 19:00:00,ZONE-ASSEMBLY,1210.68,992.76,9,726.4,0.0,19.9,SHIFT-C,1.0,OPERATIONAL,12.6,19,0,823.37,1689.1,1423.64,893.14
2025-10-27 20:00:00,ZONE-ASSEMBLY,1390.78,1140.44,0,1215.35,0.0,21.1,SHIFT-C,0.86,STANDBY,12.6,20,0,1210.68,823.37,1689.1,1769.27
2025-10-27 21:00:00,ZONE-ASSEMBLY,1631.35,1337.71,9,1989.14,0.0,19.6,SHIFT-C,1.0,OPERATIONAL,12.6,21,0,1390.78,1210.68,823.37,968.15
2025-10-27 22:00:00,ZONE-ASSEMBLY,831.44,681.78,4,1123.31,0.0,22.0,SHIFT-C,1.0,OPERATIONAL,12.6,22,0,1631.35,1390.78,1210.68,1423.64
2025-10-27 23:00:00,ZONE-ASSEMBLY,1119.02,917.59,8,928.9,0.0,27.7,SHIFT-C,1.0,OPERATIONAL,12.6,23,0,831.44,1631.35,1390.78,1689.1
2025-10-28 00:00:00,ZONE-ASSEMBLY,1620.16,1328.53,26,1756.56,0.0,18.7,SHIFT-A,1.0,OPERATIONAL,12.6,0,1,1119.02,831.44,1631.35,823.37
2025-10-28 01:00:00,ZONE-ASSEMBLY,1038.15,851.28,25,1232.29,0.0,19.7,SHIFT-A,1.0,OPERATIONAL,12.6,1,1,1620.16,1119.02,831.44,1210.68
2025-10-28 02:00:00,ZONE-ASSEMBLY,1285.08,1053.76,18,836.12,0.0,26.3,SHIFT-A,1.0,OPERATIONAL,12.6,2,1,1038.15,1620.16,1119.02,1390.78
2025-10-28 03:00:00,ZONE-ASSEMBLY,1607.81,1318.41,24,1391.45,0.0,20.1,SHIFT-A,1.0,OPERATIONAL,12.6,3,1,1285.08,1038.15,1620.16,1631.35
2025-10-28 04:00:00,ZONE-ASSEMBLY,1153.06,945.51,21,812.96,0.0,21.4,SHIFT-A,1.0,OPERATIONAL,12.6,4,1,1607.81,1285.08,1038.15,831.44
2025-10-28 05:00:00,ZONE-ASSEMBLY,1180.48,968.0,28,1600.33,0.0,21.7,SHIFT-A,1.0,OPERATIONAL,12.6,5,1,1153.06,1607.81,1285.08,1119.02
2025-10-28 06:00:00,ZONE-ASSEMBLY,1151.48,944.21,24,1030.64,0.0,19.5,SHIFT-A,1.0,OPERATIONAL,12.6,6,1,1180.48,1153.06,1607.81,1620.16
2025-10-28 07:00:00,ZONE-ASSEMBLY,1184.25,971.09,22,1564.77,0.0,18.7,SHIFT-A,1.0,OPERATIONAL,12.6,7,1,1151.48,1180.48,1153.06,1038.15
2025-10-28 08:00:00,ZONE-ASSEMBLY,1664.17,1364.62,29,738.16,0.0,24.7,SHIFT-B,1.0,OPERATIONAL,12.6,8,1,1184.25,1151.48,1180.48,1285.08
2025-10-28 09:00:00,ZONE-ASSEMBLY,1068.39,876.08,21,1599.68,0.0,21.7,SHIFT-B,1.0,OPERATIONAL,12.6,9,1,1664.17,1184.25,1151.48,1607.81
2025-10-28 10:00:00,ZONE-ASSEMBLY,1280.23,1049.79,15,1010.56,0.0,27.2,SHIFT-B,1.0,OPERATIONAL,12.6,10,1,1068.39,1664.17,1184.25,1153.06
2025-10-28 11:00:00,ZONE-ASSEMBLY,1568.96,1286.55,27,658.67,0.0,24.5,SHIFT-B,1.0,OPERATIONAL,12.6,11,1,1280.23,1068.39,1664.17,1180.48
2025-10-28 12:00:00,ZONE-ASSEMBLY,1005.29,824.34,30,1068.27,0.0,20.1,SHIFT-B,1.0,OPERATIONAL,12.6,12,1,1568.96,1280.23,1068.39,1151.48
2025-10-28 13:00:00,ZONE-ASSEMBLY,841.93,690.38,15,619.79,0.0,25.0,SHIFT-B,1.0,OPERATIONAL,12.6,13,1,1005.29,1568.96,1280.23,1184.25
2025-10-28 14:00:00,ZONE-ASSEMBLY,1328.06,1089.01,22,1887.6,0.0,20.5,SHIFT-B,1.0,OPERATIONAL,12.6,14,1,841.93,1005.29,1568.96,1664.17
2025-10-28 15:00:00,ZONE-ASSEMBLY,1007.69,826.3,28,553.07,0.0,26.7,SHIFT-B,1.0,OPERATIONAL,12.6,15,1,1328.06,841.93,1005.29,1068.39
2025-10-28 16:00:00,ZONE-ASSEMBLY,1235.13,1012.81,5,1950.09,0.0,22.6,SHIFT-C,1.0,OPERATIONAL,12.6,16,1,1007.69,1328.06,841.93,1280.23
2025-10-28 17:00:00,ZONE-ASSEMBLY,1226.88,1006.04,5,1205.92,0.0,21.3,SHIFT-C,1.0,OPERATIONAL,12.6,17,1,1235.13,1007.69,1328.06,1568.96
2025-10-28 18:00:00,ZONE-ASSEMBLY,1412.03,1157.87,10,553.95,0.0,24.6,SHIFT-C,1.0,OPERATIONAL,12.6,18,1,1226.88,1235.13,1007.69,1005.29
2025-10-28 19:00:00,ZONE-ASSEMBLY,1198.25,982.56,10,972.64,0.0,23.1,SHIFT-C,1.0,OPERATIONAL,12.6,19,1,1412.03,1226.88,1235.13,841.93
2025-10-28 20:00:00,ZONE-ASSEMBLY,1319.74,1082.19,4,1897.33,0.0,20.7,SHIFT-C,1.0,OPERATIONAL,12.6,20,1,1198.25,1412.03,1226.88,1328.06
2025-10-28 21:00:00,ZONE-ASSEMBLY,872.7,715.61,3,1793.04,0.0,21.7,SHIFT-C,1.0,OPERATIONAL,12.6,21,1,1319.74,1198.25,1412.03,1007.69
2025-10-28 22:00:00,ZONE-ASSEMBLY,1341.96,1100.41,5,1867.95,0.0,26.3,SHIFT-C,1.0,OPERATIONAL,12.6,22,1,872.7,1319.74,1198.25,1235.13
2025-10-28 23:00:00,ZONE-ASSEMBLY,892.41,731.78,4,1480.57,0.0,23.3,SHIFT-C,1.0,OPERATIONAL,12.6,23,1,1341.96,872.7,1319.74,1226.88
2025-10-29 00:00:00,ZONE-ASSEMBLY,1718.92,1409.51,23,671.29,0.0,19.2,SHIFT-A,1.0,OPERATIONAL,12.6,0,2,892.41,1341.96,872.7,1412.03
